Year,Wellbeing measure,Wellbeing measure category,Demographic,Demographic category,Type,Estimate(percent),Absolute sampling error (percentage points),Flag
2018,Self-rated general health status,Fair/poor,Life stage (years),15-24 years,Proportions,10.5, 2.4,
2018,Self-rated general health status,Fair/poor,Life stage (years),25-44 years,Proportions,11.4, 1.5,
2018,Self-rated general health status,Fair/poor,Life stage (years),45-64 years,Proportions,16.2, 1.5,
2018,Self-rated general health status,Fair/poor,Life stage (years),65 years and over,Proportions,22.2, 2.3,
2018,Self-rated general health status,Fair/poor,Age group (years),15-24 years,Proportions,10.5, 2.4,
2018,Self-rated general health status,Fair/poor,Age group (years),25-34 years,Proportions,11.1, 2.0,
2018,Self-rated general health status,Fair/poor,Age group (years),35-44 years,Proportions,11.8, 2.5,
2018,Self-rated general health status,Fair/poor,Age group (years),45-54 years,Proportions,14.4, 2.2,
2018,Self-rated general health status,Fair/poor,Age group (years),55-64 years,Proportions,18.1, 2.4,
2018,Self-rated general health status,Fair/poor,Age group (years),65-74 years,Proportions,20.0, 3.0,
2018,Self-rated general health status,Fair/poor,Age group (years),75 years and over,Proportions,25.5, 3.8,
2018,Self-rated general health status,Fair/poor,Sex,Male,Proportions,14.0, 1.3,
2018,Self-rated general health status,Fair/poor,Sex,Female,Proportions,15.5, 1.5,
2018,Self-rated general health status,Fair/poor,Labour force status,Employed,Proportions,10.7, 1.0,
2018,Self-rated general health status,Fair/poor,Labour force status,Unemployed,Proportions,13.9, 4.8,*
2018,Self-rated general health status,Fair/poor,Labour force status,Not in the labour force,Proportions,24.7, 2.4,
2018,Self-rated general health status,Fair/poor,Highest qualification,No qualification,Proportions,25.1, 3.0,
2018,Self-rated general health status,Fair/poor,Highest qualification,Level 1-4 certificate,Proportions,14.2, 1.4,
2018,Self-rated general health status,Fair/poor,Highest qualification,Level 5-6 diploma,Proportions,13.6, 3.0,
2018,Self-rated general health status,Fair/poor,Highest qualification,Level 7 and above,Proportions,10.1, 1.7,
2018,Self-rated general health status,Fair/poor,Household income,"$30,000 or less",Proportions,26.6, 2.7,
2018,Self-rated general health status,Fair/poor,Household income,"$30,001-$70,000",Proportions,18.3, 1.9,
2018,Self-rated general health status,Fair/poor,Household income,"$70,001-$100,000",Proportions,13.6, 2.2,
2018,Self-rated general health status,Fair/poor,Household income,"$100,001-$150,000",Proportions,13.0, 1.9,
2018,Self-rated general health status,Fair/poor,Household income,"$150,001 or more",Proportions, 9.3, 1.8,
2018,Self-rated general health status,Fair/poor,Personal income,"$30,000 or less",Proportions,19.0, 1.6,
2018,Self-rated general health status,Fair/poor,Personal income,"$30,001-$70,000",Proportions,13.2, 1.3,
2018,Self-rated general health status,Fair/poor,Personal income,"$70,001 or more",Proportions, 8.5, 1.7,
2018,Self-rated general health status,Fair/poor,Housing tenure,Owner-occupied,Proportions,13.7, 1.2,
2018,Self-rated general health status,Fair/poor,Housing tenure,Not owner-occupied,Proportions,16.8, 1.8,
2018,Self-rated general health status,Fair/poor,Family type,Couple without child(ren),Proportions,15.5, 1.9,
2018,Self-rated general health status,Fair/poor,Family type,Couple with child(ren),Proportions,11.4, 1.5,
2018,Self-rated general health status,Fair/poor,Family type,One parent with child(ren),Proportions,18.0, 3.0,
2018,Self-rated general health status,Fair/poor,Family type,Not in a family nucleus,Proportions,18.8, 2.1,
2018,Self-rated general health status,Fair/poor,Migrant status,Born in NZ,Proportions,15.8, 1.2,
2018,Self-rated general health status,Fair/poor,Migrant status,Long-term migrant,Proportions,14.1, 1.9,
2018,Self-rated general health status,Fair/poor,Migrant status,Recent migrant,Proportions, 5.1, 2.7,**
2018,Self-rated general health status,Fair/poor,Ethnicity,European,Proportions,14.7, 1.2,
2018,Self-rated general health status,Fair/poor,Ethnicity,Māori,Proportions,18.9, 2.8,
2018,Self-rated general health status,Fair/poor,Ethnicity,Pacific peoples,Proportions,17.0, 4.0,
2018,Self-rated general health status,Fair/poor,Ethnicity,Asian,Proportions,11.6, 2.4,
2018,Self-rated general health status,Fair/poor,Region,Northland,Proportions,14.2, 5.5,*
2018,Self-rated general health status,Fair/poor,Region,Auckland,Proportions,13.1, 1.9,
2018,Self-rated general health status,Fair/poor,Region,Waikato,Proportions,19.3, 3.2,
2018,Self-rated general health status,Fair/poor,Region,Bay of Plenty,Proportions,14.8, 2.9,
2018,Self-rated general health status,Fair/poor,Region,Gisborne/Hawke's Bay,Proportions,18.0, 4.8,
2018,Self-rated general health status,Fair/poor,Region,Taranaki,Proportions,15.4, 4.7,*
2018,Self-rated general health status,Fair/poor,Region,Manawatū-Whanganui,Proportions,15.0, 3.2,
2018,Self-rated general health status,Fair/poor,Region,Wellington,Proportions,15.2, 2.5,
2018,Self-rated general health status,Fair/poor,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,19.8, 5.6,
2018,Self-rated general health status,Fair/poor,Region,Canterbury,Proportions,12.4, 2.3,
2018,Self-rated general health status,Fair/poor,Region,Otago,Proportions,14.2, 4.0,
2018,Self-rated general health status,Fair/poor,Region,Southland,Proportions,19.0, 5.9,*
2014,Felt lonely in last four weeks,Most/all of the time,Total population,Total population,Proportions, 3.6, 0.5,
2014,Felt lonely in last four weeks,Most/all of the time,Life stage (years),15-24 years,Proportions, 4.1, 1.3,*
2014,Felt lonely in last four weeks,Most/all of the time,Life stage (years),25-44 years,Proportions, 3.6, 0.8,
2014,Felt lonely in last four weeks,Most/all of the time,Life stage (years),45-64 years,Proportions, 3.8, 0.9,
2014,Felt lonely in last four weeks,Most/all of the time,Life stage (years),65 years and over,Proportions, 3.0, 0.8,
2014,Felt lonely in last four weeks,Most/all of the time,Age group (years),15-24 years,Proportions, 4.1, 1.3,*
2014,Felt lonely in last four weeks,Most/all of the time,Age group (years),25-34 years,Proportions, 3.4, 1.2,*
2014,Felt lonely in last four weeks,Most/all of the time,Age group (years),35-44 years,Proportions, 3.7, 1.1,*
2014,Felt lonely in last four weeks,Most/all of the time,Age group (years),45-54 years,Proportions, 4.2, 1.3,
2014,Felt lonely in last four weeks,Most/all of the time,Age group (years),55-64 years,Proportions, 3.2, 1.1,*
2014,Felt lonely in last four weeks,Most/all of the time,Age group (years),65-74 years,Proportions, 2.3, 0.8,*
2014,Felt lonely in last four weeks,Most/all of the time,Age group (years),75 years and over,Proportions, 4.2, 1.6,*
2014,Felt lonely in last four weeks,Most/all of the time,Sex,Male,Proportions, 3.4, 0.7,
2014,Felt lonely in last four weeks,Most/all of the time,Sex,Female,Proportions, 3.9, 0.6,
2014,Felt lonely in last four weeks,Most/all of the time,Labour force status,Employed,Proportions, 3.2, 0.6,
2014,Felt lonely in last four weeks,Most/all of the time,Labour force status,Unemployed,Proportions, 6.5, 3.0,*
2014,Felt lonely in last four weeks,Most/all of the time,Labour force status,Not in the labour force,Proportions, 4.3, 0.8,
2014,Felt lonely in last four weeks,Most/all of the time,Highest qualification,No qualification,Proportions, 4.9, 1.1,
2014,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 1-4 certificate,Proportions, 3.7, 0.7,
2014,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 5-6 diploma,Proportions, 2.7, 1.2,*
2014,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 7 and above,Proportions, 3.0, 1.0,*
2014,Felt lonely in last four weeks,Most/all of the time,Household income,"$30,000 or less",Proportions, 6.1, 1.2,
2014,Felt lonely in last four weeks,Most/all of the time,Household income,"$30,001-$70,000",Proportions, 4.2, 0.9,
2014,Felt lonely in last four weeks,Most/all of the time,Household income,"$70,001-$100,000",Proportions, 2.9, 1.1,*
2014,Felt lonely in last four weeks,Most/all of the time,Household income,"$100,001-$150,000",Proportions, 3.1, 1.1,*
2014,Felt lonely in last four weeks,Most/all of the time,Household income,"$150,001 or more",Proportions, 2.2, 1.3,**
2014,Felt lonely in last four weeks,Most/all of the time,Personal income,"$30,000 or less",Proportions, 4.7, 0.8,
2014,Felt lonely in last four weeks,Most/all of the time,Personal income,"$30,001-$70,000",Proportions, 2.8, 0.7,
2014,Felt lonely in last four weeks,Most/all of the time,Personal income,"$70,001 or more",Proportions, 2.0, 1.1,**
2014,Felt lonely in last four weeks,Most/all of the time,Housing tenure,Owner-occupied,Proportions, 3.2, 0.6,
2014,Felt lonely in last four weeks,Most/all of the time,Housing tenure,Not owner-occupied,Proportions, 4.6, 0.9,
2014,Felt lonely in last four weeks,Most/all of the time,Family type,Couple without child(ren),Proportions, 2.3, 0.7,*
2014,Felt lonely in last four weeks,Most/all of the time,Family type,Couple with child(ren),Proportions, 3.1, 0.8,
2014,Felt lonely in last four weeks,Most/all of the time,Family type,One parent with child(ren),Proportions, 8.9, 1.9,
2014,Felt lonely in last four weeks,Most/all of the time,Family type,Not in a family nucleus,Proportions, 4.0, 0.9,
2014,Felt lonely in last four weeks,Most/all of the time,Migrant status,Born in NZ,Proportions, 3.6, 0.5,
2014,Felt lonely in last four weeks,Most/all of the time,Migrant status,Long-term migrant,Proportions, 3.7, 1.0,
2014,Felt lonely in last four weeks,Most/all of the time,Migrant status,Recent migrant,Proportions, 3.6, 2.6,**
2014,Felt lonely in last four weeks,Most/all of the time,Ethnicity,European,Proportions, 3.4, 0.5,
2014,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Māori,Proportions, 4.8, 1.3,
2014,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Pacific peoples,Proportions, 4.5, 2.0,*
2014,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Asian,Proportions, 3.7, 1.8,**
2014,Felt lonely in last four weeks,Most/all of the time,Region,Northland,Proportions, 7.2, 3.3,*
2014,Felt lonely in last four weeks,Most/all of the time,Region,Auckland,Proportions, 3.2, 1.0,*
2014,Felt lonely in last four weeks,Most/all of the time,Region,Waikato,Proportions, 4.4, 2.4,**
2014,Felt lonely in last four weeks,Most/all of the time,Region,Bay of Plenty,Proportions, 3.6, 1.6,*
2014,Felt lonely in last four weeks,Most/all of the time,Region,Gisborne/Hawke's Bay,Proportions, 4.2, 1.8,*
2014,Felt lonely in last four weeks,Most/all of the time,Region,Taranaki,Proportions, 2.7, 2.1,**
2014,Felt lonely in last four weeks,Most/all of the time,Region,Manawatū-Whanganui,Proportions, 2.3, 1.3,**
2014,Felt lonely in last four weeks,Most/all of the time,Region,Wellington,Proportions, 3.7, 1.2,*
2014,Felt lonely in last four weeks,Most/all of the time,Region,Nelson/Tasman/Marlborough/West Coast,Proportions, 5.6, 3.1,**
2014,Felt lonely in last four weeks,Most/all of the time,Region,Canterbury,Proportions, 3.4, 1.2,*
2014,Felt lonely in last four weeks,Most/all of the time,Region,Otago,Proportions, 2.7, 1.6,**
2014,Felt lonely in last four weeks,Most/all of the time,Region,Southland,Proportions, 4.0, 2.0,*
2016,Felt lonely in last four weeks,Most/all of the time,Total population,Total population,Proportions, 6.3, 0.7,
2016,Felt lonely in last four weeks,Most/all of the time,Life stage (years),15-24 years,Proportions, 8.3, 2.8,*
2016,Felt lonely in last four weeks,Most/all of the time,Life stage (years),25-44 years,Proportions, 5.6, 1.2,
2016,Felt lonely in last four weeks,Most/all of the time,Life stage (years),45-64 years,Proportions, 5.5, 1.0,
2016,Felt lonely in last four weeks,Most/all of the time,Life stage (years),65 years and over,Proportions, 7.1, 1.3,
2016,Felt lonely in last four weeks,Most/all of the time,Age group (years),15-24 years,Proportions, 8.3, 2.8,*
2016,Felt lonely in last four weeks,Most/all of the time,Age group (years),25-34 years,Proportions, 6.8, 1.9,
2016,Felt lonely in last four weeks,Most/all of the time,Age group (years),35-44 years,Proportions, 4.4, 1.2,
2016,Felt lonely in last four weeks,Most/all of the time,Age group (years),45-54 years,Proportions, 5.6, 1.4,
2016,Felt lonely in last four weeks,Most/all of the time,Age group (years),55-64 years,Proportions, 5.5, 1.4,
2016,Felt lonely in last four weeks,Most/all of the time,Age group (years),65-74 years,Proportions, 6.3, 1.6,
2016,Felt lonely in last four weeks,Most/all of the time,Age group (years),75 years and over,Proportions, 8.3, 2.0,
2016,Felt lonely in last four weeks,Most/all of the time,Sex,Male,Proportions, 6.3, 1.0,
2016,Felt lonely in last four weeks,Most/all of the time,Sex,Female,Proportions, 6.3, 1.0,
2016,Felt lonely in last four weeks,Most/all of the time,Labour force status,Employed,Proportions, 5.3, 0.9,
2016,Felt lonely in last four weeks,Most/all of the time,Labour force status,Unemployed,Proportions, 8.7, 4.3,*
2016,Felt lonely in last four weeks,Most/all of the time,Labour force status,Not in the labour force,Proportions, 8.3, 1.2,
2016,Felt lonely in last four weeks,Most/all of the time,Highest qualification,No qualification,Proportions, 8.2, 2.2,
2016,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 1-4 certificate,Proportions, 6.5, 1.0,
2016,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 5-6 diploma,Proportions, 4.9, 1.6,*
2016,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 7 and above,Proportions, 5.2, 1.1,
2016,Felt lonely in last four weeks,Most/all of the time,Household income,"$30,000 or less",Proportions,10.0, 1.8,
2016,Felt lonely in last four weeks,Most/all of the time,Household income,"$30,001-$70,000",Proportions, 6.1, 1.1,
2016,Felt lonely in last four weeks,Most/all of the time,Household income,"$70,001-$100,000",Proportions, 6.3, 1.3,
2016,Felt lonely in last four weeks,Most/all of the time,Household income,"$100,001-$150,000",Proportions, 7.4, 2.4,*
2016,Felt lonely in last four weeks,Most/all of the time,Household income,"$150,001 or more",Proportions, 3.4, 1.1,*
2016,Felt lonely in last four weeks,Most/all of the time,Personal income,"$30,000 or less",Proportions, 7.5, 1.2,
2016,Felt lonely in last four weeks,Most/all of the time,Personal income,"$30,001-$70,000",Proportions, 5.7, 1.1,
2016,Felt lonely in last four weeks,Most/all of the time,Personal income,"$70,001 or more",Proportions, 4.4, 1.1,
2016,Felt lonely in last four weeks,Most/all of the time,Housing tenure,Owner-occupied,Proportions, 5.3, 0.9,
2016,Felt lonely in last four weeks,Most/all of the time,Housing tenure,Not owner-occupied,Proportions, 8.3, 1.2,
2016,Felt lonely in last four weeks,Most/all of the time,Family type,Couple without child(ren),Proportions, 5.6, 1.0,
2016,Felt lonely in last four weeks,Most/all of the time,Family type,Couple with child(ren),Proportions, 5.4, 1.0,
2016,Felt lonely in last four weeks,Most/all of the time,Family type,One parent with child(ren),Proportions, 8.8, 3.7,*
2016,Felt lonely in last four weeks,Most/all of the time,Family type,Not in a family nucleus,Proportions, 8.2, 1.3,
2016,Felt lonely in last four weeks,Most/all of the time,Migrant status,Born in NZ,Proportions, 6.0, 0.9,
2016,Felt lonely in last four weeks,Most/all of the time,Migrant status,Long-term migrant,Proportions, 6.3, 1.3,
2016,Felt lonely in last four weeks,Most/all of the time,Migrant status,Recent migrant,Proportions,11.4, 4.3,*
2016,Felt lonely in last four weeks,Most/all of the time,Ethnicity,European,Proportions, 6.0, 0.8,
2016,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Māori,Proportions, 7.9, 2.3,
2016,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Pacific peoples,Proportions, 4.9, 2.3,*
2016,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Asian,Proportions, 7.2, 2.3,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Northland,Proportions, 4.4, 2.7,**
2016,Felt lonely in last four weeks,Most/all of the time,Region,Auckland,Proportions, 5.9, 1.0,
2016,Felt lonely in last four weeks,Most/all of the time,Region,Waikato,Proportions, 3.9, 1.5,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Bay of Plenty,Proportions, 5.9, 2.2,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Gisborne/Hawke's Bay,Proportions, 7.5, 2.8,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Taranaki,Proportions, 7.8, 3.8,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Manawatū-Whanganui,Proportions, 4.7, 1.9,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Wellington,Proportions, 7.2, 2.2,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Nelson/Tasman/Marlborough/West Coast,Proportions, 9.2, 8.7,**
2016,Felt lonely in last four weeks,Most/all of the time,Region,Canterbury,Proportions, 7.5, 2.3,*
2016,Felt lonely in last four weeks,Most/all of the time,Region,Otago,Proportions, 7.8, 4.0,**
2016,Felt lonely in last four weeks,Most/all of the time,Region,Southland,Proportions, 7.9, 4.1,**
2018,Felt lonely in last four weeks,Most/all of the time,Total population,Total population,Proportions, 3.5, 0.4,
2018,Felt lonely in last four weeks,Most/all of the time,Life stage (years),15-24 years,Proportions, 5.8, 1.6,
2018,Felt lonely in last four weeks,Most/all of the time,Life stage (years),25-44 years,Proportions, 3.4, 0.8,
2018,Felt lonely in last four weeks,Most/all of the time,Life stage (years),45-64 years,Proportions, 3.0, 0.9,
2018,Felt lonely in last four weeks,Most/all of the time,Life stage (years),65 years and over,Proportions, 2.2, 0.7,*
2018,Felt lonely in last four weeks,Most/all of the time,Age group (years),15-24 years,Proportions, 5.8, 1.6,
2018,Felt lonely in last four weeks,Most/all of the time,Age group (years),25-34 years,Proportions, 4.0, 1.2,*
2018,Felt lonely in last four weeks,Most/all of the time,Age group (years),35-44 years,Proportions, 2.7, 1.0,*
2018,Felt lonely in last four weeks,Most/all of the time,Age group (years),45-54 years,Proportions, 2.8, 1.3,*
2018,Felt lonely in last four weeks,Most/all of the time,Age group (years),55-64 years,Proportions, 3.2, 1.2,*
2018,Felt lonely in last four weeks,Most/all of the time,Age group (years),65-74 years,Proportions, 2.3, 0.9,*
2018,Felt lonely in last four weeks,Most/all of the time,Age group (years),75 years and over,Proportions, 2.1, 1.0,*
2018,Felt lonely in last four weeks,Most/all of the time,Sex,Male,Proportions, 2.9, 0.6,
2018,Felt lonely in last four weeks,Most/all of the time,Sex,Female,Proportions, 4.0, 0.6,
2018,Felt lonely in last four weeks,Most/all of the time,Labour force status,Employed,Proportions, 2.8, 0.5,
2018,Felt lonely in last four weeks,Most/all of the time,Labour force status,Unemployed,Proportions, 7.6, 3.8,**
2018,Felt lonely in last four weeks,Most/all of the time,Labour force status,Not in the labour force,Proportions, 4.5, 1.0,
2018,Felt lonely in last four weeks,Most/all of the time,Highest qualification,No qualification,Proportions, 4.3, 1.3,*
2018,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 1-4 certificate,Proportions, 3.6, 0.7,
2018,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 5-6 diploma,Proportions, 3.5, 1.4,*
2018,Felt lonely in last four weeks,Most/all of the time,Highest qualification,Level 7 and above,Proportions, 2.7, 0.9,*
2018,Felt lonely in last four weeks,Most/all of the time,Household income,"$30,000 or less",Proportions, 6.1, 1.5,
2018,Felt lonely in last four weeks,Most/all of the time,Household income,"$30,001-$70,000",Proportions, 4.2, 0.9,
2018,Felt lonely in last four weeks,Most/all of the time,Household income,"$70,001-$100,000",Proportions, 2.7, 1.0,*
2018,Felt lonely in last four weeks,Most/all of the time,Household income,"$100,001-$150,000",Proportions, 2.9, 1.0,*
2018,Felt lonely in last four weeks,Most/all of the time,Household income,"$150,001 or more",Proportions, 2.9, 1.1,*
2018,Felt lonely in last four weeks,Most/all of the time,Personal income,"$30,000 or less",Proportions, 4.3, 0.7,
2018,Felt lonely in last four weeks,Most/all of the time,Personal income,"$30,001-$70,000",Proportions, 3.5, 1.0,
2018,Felt lonely in last four weeks,Most/all of the time,Personal income,"$70,001 or more",Proportions, 1.5, 0.6,*
2018,Felt lonely in last four weeks,Most/all of the time,Housing tenure,Owner-occupied,Proportions, 2.9, 0.6,
2018,Felt lonely in last four weeks,Most/all of the time,Housing tenure,Not owner-occupied,Proportions, 4.4, 0.9,
2018,Felt lonely in last four weeks,Most/all of the time,Family type,Couple without child(ren),Proportions, 2.1, 0.8,*
2018,Felt lonely in last four weeks,Most/all of the time,Family type,Couple with child(ren),Proportions, 2.7, 0.8,
2018,Felt lonely in last four weeks,Most/all of the time,Family type,One parent with child(ren),Proportions, 6.1, 1.7,
2018,Felt lonely in last four weeks,Most/all of the time,Family type,Not in a family nucleus,Proportions, 5.7, 1.3,
2018,Felt lonely in last four weeks,Most/all of the time,Migrant status,Born in NZ,Proportions, 3.5, 0.6,
2018,Felt lonely in last four weeks,Most/all of the time,Migrant status,Long-term migrant,Proportions, 3.4, 1.1,*
2018,Felt lonely in last four weeks,Most/all of the time,Migrant status,Recent migrant,Proportions, 3.5, 2.0,**
2018,Felt lonely in last four weeks,Most/all of the time,Ethnicity,European,Proportions, 3.0, 0.5,
2018,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Māori,Proportions, 6.3, 1.7,
2018,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Pacific peoples,Proportions, 2.3, 1.5,**
2018,Felt lonely in last four weeks,Most/all of the time,Ethnicity,Asian,Proportions, 4.3, 1.8,*
2018,Felt lonely in last four weeks,Most/all of the time,Region,Northland,Proportions, 7.9, 4.8,**
2018,Felt lonely in last four weeks,Most/all of the time,Region,Auckland,Proportions, 2.8, 0.7,
2018,Felt lonely in last four weeks,Most/all of the time,Region,Waikato,Proportions, 4.3, 1.7,*
2018,Felt lonely in last four weeks,Most/all of the time,Region,Bay of Plenty,Proportions, 4.1, 2.2,**
2018,Felt lonely in last four weeks,Most/all of the time,Region,Gisborne/Hawke's Bay,Proportions, 4.7, 4.0,**
2018,Felt lonely in last four weeks,Most/all of the time,Region,Taranaki,Proportions, 4.3, 2.7,**
2018,Felt lonely in last four weeks,Most/all of the time,Region,Manawatū-Whanganui,Proportions, 5.2, 2.4,*
2018,Felt lonely in last four weeks,Most/all of the time,Region,Wellington,Proportions, 2.7, 1.3,*
2018,Felt lonely in last four weeks,Most/all of the time,Region,Nelson/Tasman/Marlborough/West Coast,Proportions, 2.0, 1.2,**
2018,Felt lonely in last four weeks,Most/all of the time,Region,Canterbury,Proportions, 3.0, 1.4,*
2018,Felt lonely in last four weeks,Most/all of the time,Region,Otago,Proportions, 2.5, 1.5,**
2018,Felt lonely in last four weeks,Most/all of the time,Region,Southland,Proportions, 4.9, 3.2,**
2014,Trust held for people in New Zealand,9 to 10,Total population,Total population,Proportions,14.8, 1.0,
2014,Trust held for people in New Zealand,9 to 10,Life stage (years),15-24 years,Proportions,10.4, 2.2,
2014,Trust held for people in New Zealand,9 to 10,Life stage (years),25-44 years,Proportions,12.0, 1.5,
2014,Trust held for people in New Zealand,9 to 10,Life stage (years),45-64 years,Proportions,15.8, 1.8,
2014,Trust held for people in New Zealand,9 to 10,Life stage (years),65 years and over,Proportions,22.8, 2.2,
2014,Trust held for people in New Zealand,9 to 10,Age group (years),15-24 years,Proportions,10.4, 2.2,
2014,Trust held for people in New Zealand,9 to 10,Age group (years),25-34 years,Proportions,12.1, 2.3,
2014,Trust held for people in New Zealand,9 to 10,Age group (years),35-44 years,Proportions,11.9, 1.9,
2014,Trust held for people in New Zealand,9 to 10,Age group (years),45-54 years,Proportions,14.8, 2.3,
2014,Trust held for people in New Zealand,9 to 10,Age group (years),55-64 years,Proportions,17.0, 2.4,
2014,Trust held for people in New Zealand,9 to 10,Age group (years),65-74 years,Proportions,20.8, 2.6,
2014,Trust held for people in New Zealand,9 to 10,Age group (years),75 years and over,Proportions,25.7, 3.2,
2014,Trust held for people in New Zealand,9 to 10,Sex,Male,Proportions,15.3, 1.4,
2014,Trust held for people in New Zealand,9 to 10,Sex,Female,Proportions,14.4, 1.4,
2014,Trust held for people in New Zealand,9 to 10,Labour force status,Employed,Proportions,14.4, 1.1,
2014,Trust held for people in New Zealand,9 to 10,Labour force status,Unemployed,Proportions, 7.1, 3.7,**
2014,Trust held for people in New Zealand,9 to 10,Labour force status,Not in the labour force,Proportions,16.9, 1.6,
2014,Trust held for people in New Zealand,9 to 10,Highest qualification,No qualification,Proportions,14.1, 1.9,
2014,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 1-4 certificate,Proportions,13.3, 1.5,
2014,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 5-6 diploma,Proportions,14.5, 2.5,
2014,Trust held for people in New Zealand,9 to 10,Highest qualification,Level 7 and above,Proportions,18.2, 2.1,
2014,Trust held for people in New Zealand,9 to 10,Household income,"$30,000 or less",Proportions,15.6, 2.2,
2014,Trust held for people in New Zealand,9 to 10,Household income,"$30,001-$70,000",Proportions,16.0, 1.8,
2014,Trust held for people in New Zealand,9 to 10,Household income,"$70,001-$100,000",Proportions,11.6, 1.7,
2014,Trust held for people in New Zealand,9 to 10,Household income,"$100,001-$150,000",Proportions,14.0, 2.1,
2014,Trust held for people in New Zealand,9 to 10,Household income,"$150,001 or more",Proportions,16.7, 2.9,
2014,Trust held for people in New Zealand,9 to 10,Personal income,"$30,000 or less",Proportions,14.3, 1.3,
2014,Trust held for people in New Zealand,9 to 10,Personal income,"$30,001-$70,000",Proportions,14.3, 1.6,
2014,Trust held for people in New Zealand,9 to 10,Personal income,"$70,001 or more",Proportions,17.6, 2.7,
2014,Trust held for people in New Zealand,9 to 10,Housing tenure,Owner-occupied,Proportions,15.8, 1.2,
2014,Trust held for people in New Zealand,9 to 10,Housing tenure,Not owner-occupied,Proportions,12.9, 1.5,
2014,Trust held for people in New Zealand,9 to 10,Family type,Couple without child(ren),Proportions,17.2, 1.7,
2014,Trust held for people in New Zealand,9 to 10,Family type,Couple with child(ren),Proportions,13.8, 1.6,
2014,Trust held for people in New Zealand,9 to 10,Family type,One parent with child(ren),Proportions, 8.5, 2.6,*
2014,Trust held for people in New Zealand,9 to 10,Family type,Not in a family nucleus,Proportions,16.7, 1.8,
2014,Trust held for people in New Zealand,9 to 10,Migrant status,Born in NZ,Proportions,13.1, 1.0,
2014,Trust held for people in New Zealand,9 to 10,Migrant status,Long-term migrant,Proportions,17.9, 2.1,
2014,Trust held for people in New Zealand,9 to 10,Migrant status,Recent migrant,Proportions,26.4, 5.5,
2014,Trust held for people in New Zealand,9 to 10,Ethnicity,European,Proportions,14.8, 1.1,
2014,Trust held for people in New Zealand,9 to 10,Ethnicity,Māori,Proportions,11.3, 2.3,
2014,Trust held for people in New Zealand,9 to 10,Ethnicity,Pacific peoples,Proportions,12.9, 4.5,*
2014,Trust held for people in New Zealand,9 to 10,Ethnicity,Asian,Proportions,18.4, 3.3,
2014,Trust held for people in New Zealand,9 to 10,Region,Northland,Proportions,10.9, 4.3,*
2014,Trust held for people in New Zealand,9 to 10,Region,Auckland,Proportions,15.0, 1.9,
2014,Trust held for people in New Zealand,9 to 10,Region,Waikato,Proportions,13.6, 3.0,
2014,Trust held for people in New Zealand,9 to 10,Region,Bay of Plenty,Proportions,16.2, 3.8,
2014,Trust held for people in New Zealand,9 to 10,Region,Gisborne/Hawke's Bay,Proportions,13.7, 4.2,*
2014,Trust held for people in New Zealand,9 to 10,Region,Taranaki,Proportions,13.3, 4.4,*
2014,Trust held for people in New Zealand,9 to 10,Region,Manawatū-Whanganui,Proportions,12.7, 3.0,
2014,Trust held for people in New Zealand,9 to 10,Region,Wellington,Proportions,15.6, 2.6,
2014,Trust held for people in New Zealand,9 to 10,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,15.6, 4.3,
2014,Trust held for people in New Zealand,9 to 10,Region,Canterbury,Proportions,15.6, 2.2,
2014,Trust held for people in New Zealand,9 to 10,Region,Otago,Proportions,16.6, 3.9,
2014,Trust held for people in New Zealand,9 to 10,Region,Southland,Proportions,16.0, 4.6,
2016,Trust held for people in New Zealand,9 to 10,Total population,Total population,Proportions,15.4, 0.9,
2016,Trust held for people in New Zealand,9 to 10,Life stage (years),15-24 years,Proportions,13.2, 2.5,
2016,Trust held for people in New Zealand,9 to 10,Life stage (years),25-44 years,Proportions,13.6, 1.7,
2016,Trust held for people in New Zealand,9 to 10,Life stage (years),45-64 years,Proportions,14.8, 1.5,
